term_id,zh-CN,ko
1128,幸运符,행운 부적
1129,幸运草,클로버
1130,幸高,팰프리
1131,幻云珠,환운주
1132,幻兽,환수
1133,幻刀,환도
1134,幻化宝箱,변신보물상자
1135,幻化属性,변신 속성
1136,幻卷,환권
1137,幻形,환형
1138,幻影,환영
1139,幻影斩,환영참
1140,幻术,환술
1141,幻术使,환술사
1142,幻树枝,환나무
1143,幻灵卫,환영위
1144,幻灵酒,환영주
1145,幻狐狸,환여우
1146,幻狼草,환랑초
1147,幻舞,환무
1148,幻虎王,환호왕
1149,幻虎血,환호혈
1150,幻雪人,환설인
1151,幻风卷,환풍권
1152,幻魔毛,환마모
1153,幻魔猪,환마저
1154,幻龟,환귀
1155,幼年期,유년기
1156,幼泽,요택
1157,幽冥之门,지옥의 문
1158,幽冥刀,유명도
1159,幽冥宝藏,저승의 보물
1160,幽冥狼,유명낭
1161,幽暗,다크니스
1162,幽梦,유몽
1163,幽花祭,유화제
1164,广溪观,광계관
1165,广目,광목
1166,庄主,장주
1167,序章,프롤로그
1168,应龙,응룡
1169,店小二,알바생
1170,庞弘boss技能,방홍 BOSS스킬
1171,庞弘boss普攻,방홍boss일반공격
1172,废墟,폐허
1173,度厄,액막이
1174,庾榕海,유용해
1175,廉贞,염정
1176,廖高远,요고원
1177,延动,연동
1178,延维,연유
1179,延邱山,연구산
1180,建筑值,건축점수
1181,开匣,개독
1182,开心果,재롱둥이
1183,异域,이역
1184,弑君者,국왕시해자
1185,弑神,살신
1186,弑神弓,살신궁
1187,弑魔刀,시마도
1188,弓冢,카를로
1189,弓技,궁술
1190,引导关,추천인
1191,引魂枪,인혼창
1192,弗兰,에저튼
1193,弘人,톰슨
1194,张打铁,장타철
1195,张翠山,장취산
1196,张衡,장형
1197,张霸礼,장패예
1198,弥勒,패럿
1199,弦飞,현비
1200,弧光,아크
1201,弹舞,탄무
1202,强力击,파워 스트라이크
1203,强化,강화
1204,强化大师,강화대사
1205,强化材料,강화 재료
1206,强哥,강가
1207,强弩,석궁
1208,强袭者,습격자
1209,强身术,강신술
1210,归元,귀원
1211,当头炮,당두포
1212,当麻,노에
1213,彩粉熊,핑크곰
1214,彩翎鸾,채영난
1215,影刺,영척
1216,影刺客,영척객
1217,影舞,그림자춤
1218,彼岸花,피안화
1219,彼得,월랜드
1220,彼得斯,피터스
1221,往生,왕생
1222,征万里,만리
1223,御仙,어선
1224,御兽诀,어수결
1225,御刺决,어척결
1226,御剑,어검
1227,御坂,하웰
1228,御天,어천
1229,御气,어기
1230,御灵师,어령사
1231,御祓,니콜
1232,微量,극소량
1233,心决,심결
1234,心景,심경
1235,心法,심법
1236,心法书,심법서
1237,心法能量,심법 에너지
1238,心魔,심마
1239,忘忧草,망우초
1240,忘情草,망정초
1241,快乐度,즐거움
1242,念咒师,주문사
1243,怒炎,분노
1244,怒焰,노염
1245,怜士,태너
1246,怜悯,동정
1247,急先锋,급선봉
1248,急救术,이머전시 에이드
1249,怨灵,원령
1250,怪物属性,몬스터 속성
1251,怪物攻击,몬스터 공격
1252,恐怖花,네펜데스
1253,息柘洞,식자동
1254,恰拉,칼럼
1255,恶名,악명
1256,恶鬼咒,악귀저주
1257,恶鬼咬,악귀교
1258,恶魔之眼,악마의 눈
1259,恶魔宝宝,데몬
1260,悬枢,현추
1261,悬棺刀,현관도
1262,悬灵草,현령초
1263,悬赏人,현상인
1264,悬赏币,현상금 주화
1265,悬钟,현종
1266,情义帖,우정 증표
1267,情人菇,애인 버섯
1268,情缘值,인연치
1269,情缘宝匣,인연 보물상자
1270,惊影,경영
1271,惊羽弓,음혈궁
1272,惊蛰,경칩
1273,惊鸿,경홍
1274,慕松,모송
1275,戏水,물놀이
1276,成就榜,업적랭킹
1277,成年山狼,야생 늑대
1278,我好饿,배고파요
1279,我方水晶,아군 수정
1280,戒律,계율
1281,战争领主,전쟁보스
1282,战前准备,전투 준비
1283,战友,전우
1284,战场币,전장 화폐
1285,战姬,미호
1286,战姬贰式,전희이식
1287,战宠,전투펫
1288,战幽道,전유도
1289,战斗,전투
1290,战斗开启,전투 시작
1291,战斗积分,전투 점수
1292,战火,전화
1293,战盟,연맹
1294,战锤,메이스
1295,战队,팀
1296,战靴,전투화
1297,战魂,전혼
1298,戮心,육심
1299,戴维德,데이비드
1300,戴肯,에스더
1301,所泽,숀
1302,扇形范围,부채꼴 범위
1303,手冢,카일리
1304,手艺人,수예인
1305,手镯,팔찌
1306,打劫者,약탈자
1307,打火石,부싯돌
1308,扔飞镖,표창 던지기
1309,托尼,오스틴
1310,扣带,버클
1311,执行官,집행관
1312,扫六合,타육합
1313,扰敌,우적
1314,扶光,부광
1315,扶湖峰,부호봉
1316,技能,스킬
1317,技能NPC,스킬NPC
1318,技能书,스킬북
1319,技能伤害,스킬 피해
1320,技能效果,스킬 효과
1321,技能槽,스킬 슬롯
1322,技能说明,스킬 설명
1323,抉择,선택
1324,抑恶,악행 억제
1325,抗沉默,침묵저항
1326,抗浪鱼,항랑어
1327,抗甲,항갑
1328,抗魔,마법저항
1329,折原,카비르
1330,折木,노엘
1331,抢BOSS,BOSS쟁탈
1332,抢宝盗贼,보물 도둑
1333,抢手,인기 있는 한마음 자물쇠
1334,护卫长,호위장
1335,护法,호법
1336,护花使者,흑기사
1337,护身劲,호신경
1338,护身符,호신부
1339,披萨,피자
1340,披风,망토
1341,押金,보증금
1342,拆火药,폭탄 제거
1343,拆筋,탁근
1344,拉沃,도로시
1345,拉鲁,에밋
1346,拓武,색스비
1347,拔剑式,발검식
1348,拔毒草,발독초
1349,招募官,모집관
1350,招手,인사
1351,拜因,버키
1352,拜月城,배월성
1353,拜耶,티탄
1354,拥刀者,옹도자
1355,拳谱,권보
1356,指南石,지남석
1357,指挥官,지휘관
1358,挑战信,도전장
1359,振灵,진령
1360,振金,진금
1361,捐献值,기부량
1362,捕狐人,포호인
1363,捭阖,패합
1364,据点,거점
1365,捶山,추산
1366,掌门,장문
1367,排云掌,배운장
1368,探险者,탐험가
1369,提灵,제령
1370,揽妖笔,람요필
1371,摄魂刀,섭혼도
1372,摩天崖,마천애
1373,摩托车,오토바이
1374,摩根,클로이
1375,摩羯座,염소자리
1376,撩切,요절
1377,撼地波,표면파
1378,擦弓,찰궁
1379,攻击,공격
1380,攻击光环buff范围,공격 고리 buff범위
1381,攻击力,공격력
1382,政宗,스켈리
1383,敌方水晶,적군 수정
1384,敌视,적시
1385,救世之主,구세주
1386,敕令,칙령
1387,教团,교단
1388,散弹箭,산탄화살
1389,散辉,산휘
1390,散魂笔,산혼필
1391,斗兽场,콜로세움
1392,斗圣,투성
1393,斗笠三,두입삼
1394,斩情使,참정사
1395,斩玄剑,참현검
1396,斩虹道,참홍도
1397,斩阵,참진
1398,斩风,참풍
1399,斩魂,참혼
1400,斩魔,참마
1401,斩魔刀,참마도
1402,斩龙诀,참용결
1403,断情使,단정사
1404,断筋,단근
1405,断筋锁,단근쇄
1406,断肠草,단장초
1407,断魂枪,단혼창
1408,斯兰,램지
1409,斯图亚特,스튜어트
1410,斯坦雷,스탠리
1411,斯威夫特,스위프트
1412,斯特拉,스텔라
1413,斯科特,스콧
1414,新属性,신규속성
1415,新川,해들리
1416,新年boss,새해boss
1417,新年武器,새해 무기
1418,新春红包,새해 보너스
1419,新月剑,신월검
1420,新芽,새싹
1421,新郎,신랑
1422,旅店,여관
1423,旋转击,선회공격
1424,旋风斩,선풍참
1425,旋龟boss技能,회전거북 BOSS스킬
1426,族长,족장
1427,无双剑,무쌍검
1428,无学果,무학과
1429,无忧城,무우성
1430,无恨,무한
1431,无情剑,무정검
1432,无情报,정보없음
1433,无敌刀,무적도
1434,无根果,무근과
1435,无用之物,무용지물
1436,无相,무상
1437,无相诀,무상결
1438,无视他,무시하기
1439,无视物防,물리방어 무시
1440,日妖月狂,일광
1441,日耀,일요
1442,日轮,일륜
1443,日野,프림
1444,旧耳环,낡은 귀걸이
1445,旱魃,한발
1446,时房,레이
1447,时空,시공
1448,时装,코스튬
1449,昆仑,곤륜
1450,昆吾,곤오
1451,昊天,호천
1452,昌安观,창안관
1453,昌浩,오델
1454,明度,명도
1455,明心,명심
1456,明河,명하
1457,昏刺,혼척
1458,易平坊,역평방
1459,易燃物,인화물
1460,易略,역략
1461,易阳子,역양자
1462,星光琴,별빛 악기
1463,星光箱,별빛상자
1464,星坚,성견
1465,星期一,월요일
1466,星期三,수요일
1467,星期二,화요일
1468,星期五,금요일
1469,星期四,목요일
1470,星梭,스타 파이크
1471,星河砂,성하사
1472,星玉,성옥
1473,星矢,프라임
1474,星碟,우주선
1475,星空光芒,별하늘
1476,星耀天,성요천
1477,星轨,궤도
1478,星辰石,성진석
1479,星阵,성진
1480,星陨,성운
1481,星霜玉,성상옥
1482,星魂,성혼
1483,星魂属性,성혼 속성
1484,春符套,춘부 세트
1485,春虎,시모어
1486,晓月狐,효월호
1487,晦暗,어둡다
1488,普巢道,보소도
1489,普通副本,일반 던전
1490,普通小怪,일반 몬스터
1491,普通攻击1,일반공격1
1492,普通道具,일반 아이템
1493,晴天宝宝,날씨 인형
1494,晶玄铁,정현철
1495,晶能羽翼,크리스탈 결정
1496,智之道,지지도
1497,暗之锁,어둠의 자물쇠
1498,暗器,암기
1499,暗影刺客,섀도우 어쌔신
1500,暗影杀手,암영자객
1501,暗杀星,암살성
1502,暗金,암금
1503,暴击,치명타
1504,暴击伤害,치명타 피해
1505,暴击免伤,치명타 피해 감면
1506,暴击石,치명타석
1507,暴击神兵,치명타신병
1508,暴力鸡,폭력계
1509,曜白虎,요백호
1510,曲丰道,곡풍도
1511,曲驳套,곡박 세트
1512,更名卡,캐릭터 이름 변경권
1513,曹丕,조비
1514,曹植,조식
1515,曼奇尼,만치니
1516,曼珠,만주
1517,曼陀罗,만다라
1518,月之荧,월지형
1519,月光菩萨,월광보살
1520,月前,달 전
1521,月华,월화
1522,月夜,달밤
1523,月彦,테이트
1524,月影枪,월영창
1525,月牙枪,월아창
1526,月轮,월륜
1527,月饼,월병
1528,有为法,유위법
1529,有宇,스웨이츠
1530,朗姆酒,럼
1531,望月亭,망월정
1532,望远镜,망원경
1533,朝天歌,천가
1534,朝明套,조명 세트
1535,朝歌,조가
1536,朝比,레아
1537,朝芒,조망
1538,期颐,기이
1539,木乃伊,미라
1540,木匣,나무갑
1541,木南瓜,애호박
1542,木头盔,목제 투구
1543,木婉婉,목완완
1544,木婚,결혼 5주년
1545,木村,로즈
1546,木桩-BOSS,나무인형-BOSS
1547,木桶,나무통
1548,木棉布,목면천
1549,木玲花,목령화
1550,木生火,목생화
1551,木神,나무의 신
1552,木简,목간
1553,木赠,목증
1554,木锋笔,목봉필
1555,木鸢,나무솔개
1556,未探索,미탐색
1557,未揭示,미알림
1558,未确认,미확인
1559,未精纺,공방필요
1560,未触发,미발동
1561,未遇到,미발견
1562,未领悟,미터득
1563,本堂,분당
1564,本服,본서버
1565,本特,윅섬
1566,朱子,주자
1567,朱琦琪,주기기
1568,朱砂,주사
1569,朱茵,주인
1570,朽杉脉,후삼맥
1571,杀人数,처치 수
1572,杀气,살기
1573,杂货商人,잡화상인
1574,权田,프랑코
1575,李冰,이빙
1576,李士轩,이사헌
1577,李子,자두
1578,李白,이백
1579,李耳,이이
1580,李靖,이정
1581,杏林医,행림의
1582,材料礼包,재료 상자
1583,杜必书,두필서
1584,杜甫,두보
1585,来宫,리디아
1586,来州洞,내주동
1587,杨云爻,양운효
1588,杨戬,양전
1589,杨炯,양형
1590,杨长老,양장로
1591,杨颖,양영
1592,杭威,항위
1593,杰克逊,잭슨
1594,杰特,다리오
1595,松安坊,송안방
1596,松山府,송산부
1597,极圣,극성
1598,极目,극목
1599,极魅道,극매도
1600,林中虎,림중호
1601,林佑杰,임우걸
1602,林地氲气,숲의 기운
1603,林枫,임풍
1604,林潘boss技能,임반 BOSS스킬
1605,林潘boss普攻,임반 boss일반공격
1606,果汁,주스
1607,果餐,과일만찬
1608,枪宗,창종
1609,枪谱,창보
1610,枪魂,창혼
1611,枫林晚,풍림만
1612,枫树精,풍수정
1613,柊征,글로리아
1614,柏格,워딩
1615,染毒图,염독그림
1616,柔道,유도
1617,查利,이본
1618,柯南,노리스
1619,柯基,코기
1620,柯衡,가형
1621,柯顿,코튼
1622,柳永,유영
1623,柳玉成,류옥성
1624,柿饼,곶감
1625,树衣,수의
1626,校官,영관
1627,核力,핵력
1628,根津,맬러카이
1629,格挡,막기
1630,格林,그림
1631,格物,격물
1632,桂宏伯,계굉백
1633,桂花酒,계화주
1634,桃井,로완
1635,桃子,복숭아
1636,桃李证,도이증
1637,桃树精,도수정
1638,桃矢,쇼
1639,桃花妖,도화요
1640,桃花扇,도화부채
1641,桃花酿,도화주
1642,桐原,놀란
1643,桐生,제이니
1644,桐谷,그레이슨
1645,桐阳道,동양도
1646,桑尼,소니
1647,桦树,자작나무
1648,梁庆道,양경도
1649,梁曲boss技能,양곡 BOSS스킬
1650,梁曲boss普攻,양곡 boss일반공격
1651,梅利,오드리
1652,梓木,노나무
1653,梦境呓语,잠꼬대
1654,梦梦,몽몽
1655,梦野,젠시아
1656,梧桐木,오동나무
1657,梳妆台,화장대
1658,梵祭,범제
1659,梶井,제이든
1660,棋力值,기력치
1661,森友,소어
1662,森川,오스본
1663,椎叶,레일라
1664,楚云显,초운현
1665,楚南中,초남중
1666,楚威boss技能,초위 BOSS스킬
1667,楚威boss普攻,초위 boss일반공격
1668,楚邪BOSS,초사 BOSS
1669,楚邪boss技能,초사 BOSS스킬
1670,楚邪boss普攻,초사 boss일반공격
1671,楠树,남수
1672,楠树精,남수정
1673,楷书,해서
1674,榆华峰,유화봉
1675,榜眼,방안
1676,槐木,괴목
1677,横泽,메케나
1678,横骨,횡골
1679,樱满,아이리스
1680,橙圃丹,전설단환
1681,橡皮,지우개
1682,橡胶树,고무나무
1683,欢乐豆,환악두
1684,欧洲区,유럽
1685,欧阳晓生boss技能,구양효생 BOSS스킬
1686,欧阳晓生boss普攻,구양효생boss일반공격
1687,欧阳盛,구양성
1688,止灾,재난을 막다
1689,止血,지혈
1690,止血草,지혈초
1691,正义审判,정의의 심판
1692,正史,정사
1693,正法,정법
1694,武僧,무승
1695,武功栏,무공란
1696,武勋,무훈
1697,武器灵玉,무기영옥
1698,武威,무위
1699,武尊,무존
1700,武帝组,무제 파티
1701,武斗币,전장화폐
1702,武松,무송
1703,武林盟主,무림 맹주
1704,武皇,무황
1705,武皇组,무황 파티
1706,武空,무공
1707,武罡,무강
1708,武藏,무장
1709,武运,무운
1710,武院,무원
1711,武霸,무패
1712,武魂,무혼
1713,武魂强化,무혼 강화
1714,武魂材料,무혼 재료
1715,武魂道具,무혼 아이템
1716,武魔,무마
1717,死神,사신
1718,死神之镰,사신의 낫
1719,歼灼拳,섬작권
1720,殇华裂,상화열
1721,殇常殿,상상전
1722,殇明殿,상명전
1723,殇浮宫,상부궁
1724,殇玥宫,상모궁
1725,殇离宫,상리궁
1726,殇阳殿,상양전
1727,段天瑞,단천서
1728,段小誉,단소예
1729,殷顺,은순
1730,殿下,전하
1731,每日任务,일일퀘스트
1732,毒伤害,독피해
1733,毒山魈,독맨드릴
1734,毒心草,독심초
1735,毒水珠,독수주
1736,毒狐狸,독여우
1737,毒狼人,독낭인
1738,毒花,독화
1739,毒虎王,독호왕
1740,毒虎血,독호혈
1741,毒蟾,독 두꺼비
1742,毒雨,독비
1743,毒雾,독안개
1744,毒鬃毛,독 갈기
1745,毒魔师,독마법사
1746,比尔,월프
1747,比武场,비무장
1748,比蒂,워터스
1749,比顿,우드
1750,毛太,모태
1751,毛毯,카펫
1752,氐土貉,저토맥
1753,气功波,기공파
1754,气合,기합
1755,气宗,기종
1756,气海,기해
1757,氛围值,분위기
1758,水影,수영
1759,水息断,수식단
1760,水晶商城,수정 상점
1761,水晶婚,결혼 15주년
1762,水晶攻击,수정 공격
1763,水晶矿,수정광
1764,水月剑,수월검
1765,水树,러셀
1766,水母,수모
1767,水毒玉,수독옥
1768,水沧套,수창 세트
1769,水泽,피비
1770,水漫,수만
1771,水灵使者,수령사자
1772,水瑶,수요
1773,水瓶座,물병자리
1774,水草,수초
1775,水观,수관
1776,水金,수금
1777,水龙卷,수룡권
1778,水龙鳞,수룡린
1779,永久钻石VIP卡,영구 다이아 VIP카드
1780,永久黄金VIP卡,영구 골드 VIP카드
1781,汇海,휘해
1782,汉堡,햄버거
1783,汉娜,한나
1784,汉斯,한스
1785,江云,강운
1786,江余峰,강여봉
1787,江可辛,강가신
1788,江和山,강화산
1789,汲魂者,영혼을 거두는 자
1790,汾化坊,분화방
1791,沁盾,침투
1792,沃克,워커
1793,沃夫,도노반
1794,沃奇,댄디
1795,沃尔什,월시
1796,沈富,심복
1797,沉底炮,침저포
1798,沉思鬼,심사귀
1799,沉萤,침형
1800,沙匪兵,비적 병사
1801,沙华,사화
1802,沙弥,사미
1803,沙海,사막
1804,沙漏,모래시계
1805,沙漠毒蝎,사막독전갈
1806,沛关洞,패관동
1807,河国峰,하국봉
1808,河定山,하정산
1809,河童,하동
1810,油彩,유채
1811,油蜜果,약과
1812,沽酒问卿,술을 마시며
1813,法兰,베넷
1814,法则,의 법칙
1815,法宝灵,무기 영
1816,法杖,스태프
1817,法阵,마법진
1818,波克,베르겐
1819,波文,질
1820,波特,영
1821,波顿,요우
1822,泰山,태산
1823,泳装,수영복
1824,洋葱,양파
1825,洗净,세정
1826,洗髓丹,세수단
1827,洛特,클롭튼
1828,洞穴蝙蝠,동굴 박쥐
1829,洪钧,홍균
1830,活菩萨,의선
1831,活跃宝箱,활약보물상자
1832,流云舞,유운무
1833,流光剑,유광검
1834,流星枪,유성창
1835,流星雨,유성우
1836,流渡,류도
1837,流畅,원활
1838,流金岁月,흐르는 세월
1839,流霞,유하
1840,浅层,얕은
1841,济世者,구원자
1842,浓情巧克力,사랑의 초콜릿
1843,浮水沌,부수돈
1844,浮萝,부나
1845,浴巾架,수건걸이
1846,浴火,욕화
1847,浴火劫,욕화겁
1848,海产品,해산품
1849,海伦,헬레네
1850,海克斯,사비나
1851,海力,해력
1852,海参,해삼
1853,海宁坊,해저방
1854,海带,미역
1855,海林,해림
1856,海棠,해당
1857,海王三叉戟,해왕 삼지창
1858,海盗,해적
1859,海蓝花,해람화
1860,海螺壳,소라딱지
1861,海贼船,해적선
1862,海陆空,육해공
1863,涂毒,독 바르기
1864,涅文,크리드
1865,涛兵,도병
1866,淇安观,기안관
1867,淋潇,장마
1868,淬炼石,쉬련석
1869,淬锋锁,정제쇄
1870,深渊刀,심연도
1871,混一,혼일
1872,添乱,성가심
1873,清凉花,청량화
1874,清和,청화
1875,清心丹,청심단
1876,清明节,청명절
1877,渤海刀,발해도
1878,温叔,온숙
1879,温菁菁,온청청
1880,游原,유원
1881,游真,스윈튼
1882,游骑兵,기마병
1883,游龙,유룡
1884,湖南,호난
1885,湘裙,상군
1886,源力,원력
1887,滤镜,필터
1888,漓泉,이천
1889,潜龙,잠룡
1890,潮力,조력
1891,瀑水咒,폭수주술
1892,灌汤包,관탕바오
1893,火云手,화운수
1894,火刑,화형
1895,火坠,화추
1896,火山,화산
1897,火岩龟,화바위 거북이
1898,火欲扇,화욕부채
1899,火焰花,화염꽃
1900,火焰草,화염초
1901,火生土,화생토
1902,火眼金睛,예리한 안목
1903,火精,불의 정수
1904,火绒酒,화융주
1905,火腾套,화등 세트
1906,火药桶,화약통
1907,火辰,화진
1908,火防,화 방어
1909,火雷爆,화뢰폭
1910,火鳞石,화린석
1911,火鸾,화란
1912,火龙卷,화룡권
1913,火龙果,핫팩
1914,灭世刀,멸세도
1915,灭世斩,멸세참
1916,灭情使,멸정사
1917,灭毒丹,멸독단
1918,灯笼草,꽈리
1919,灰吾,레코드
1920,灰布,회포
1921,灰薮豹,회색 늪 표범
1922,灵云,영운
1923,灵兽,영수
1924,灵兽皮,영수피
1925,灵刀,영도
1926,灵动,영동
1927,灵宝,영보
1928,灵明道,영명도
1929,灵果,영과
1930,灵炎珠,영염주
1931,灵狐PVP技能,영호PVP스킬
1932,灵狼,영랑
1933,灵璇,영선
1934,灵石,영석
1935,灵符,영부
1936,灵罡,영강
1937,灵识,영식
1938,灵道珠,영도주
1939,灵鲲,령곤
1940,灵龛,영감
1941,灾厄,재앙
1942,炎地虎,염지호
1943,炎地血,염지혈
1944,炎影狼,염영랑
1945,炎爆,화염폭발
1946,炎狱,염옥
1947,炎狱拳,염옥권
1948,炎藏,염장
1949,炎魔,염마
1950,炮口,포문
1951,炮台,포대
1952,点石成金,연금술
1953,炼宝符,연보부
1954,炽火,치화
1955,烂苹果,썩은 사과
1956,烈炎,열염
1957,烈焰兽boss技能,화염수 BOSS스킬
1958,烈焰兽boss普攻,화염수 boss일반공격
1959,烈狂牛,열광우
1960,烈阳,열양
1961,烈阳甲,열양갑
1962,烈风爪,열풍조
1963,烈齿鳄,열치악
1964,烛龙,촉룡
1965,烽火连天,봉화
1966,焚灭,분멸
1967,焦渴,갈망
1968,焰斩,화염참
1969,煌圣神王,황골신왕
1970,煌羽鹊,황우작
1971,煞影,살영
1972,煞鬼,살귀
1973,熊肉,곰 고기
1974,熔岩巨人,용암 거인
1975,熔石,용석
1976,熔魔,용마
1977,熙若,희야
1978,熟练度,숙련도
1979,熟识,익숙
1980,燕北天,연북천
1981,燕子,제비
1982,燕赤侠,연적협
1983,燧人,수인
1984,爆裂拳,폭열권
1985,爆裂箭,폭발화살
1986,爬山,등산
1987,牛头,우두
1988,牛小郎,우소랑
1989,牡丹,모란
1990,牧濑,제이드
1991,牧龙者,목용자
1992,物资箱,물자상자
1993,特惠宝箱,특혜상자
1994,特有花,특이한 꽃
1995,特蕾莎,테레사
1996,犀牛,코뿔소
1997,狂乱斩,광란참
1998,狂战BOSS技能,광전사 BOSS스킬
1999,狂战PVP技能,광전사PVP스킬
2000,狂魔剑,광마검
2001,狄铁贺,적철하
2002,狐表弟,여우사촌
2003,狙击手,저격수
2004,狩猎帽,사냥꾼의 가죽모자
2005,狩猎裤,사냥꾼의 바지
2006,独家VIP礼包,단독 VIP 선물
2007,独轮,바퀴
2008,狮吼,사후
2009,狮子座,사자자리
2010,狱火,옥화
2011,狱魔爪,옥마조
2012,狸猫妖,타누키
2013,狼印,낭인
2014,狼奔,늑대
2015,狼心,흉악한 마음
2016,狼毫笔,랑호필
2017,狼蚀枪,낭식창
2018,猎喉箭,엽후전
2019,猎场,사냥터
2020,猎隼,사냥매
2021,猛兽,맹수
2022,猪崽,돼지
2023,猪排,돼지갈비
2024,猫咪,고양이
2025,猫田,켄드라
2026,猫眼,캐츠아이
2027,猴子,원숭이
2028,玄仙,현선
2029,玄光石,현광석
2030,玄冥枪,현명창
2031,玄冰玉,현빙옥
2032,玄剑,현검
2033,玄奘,현장
2034,玄武,현무
2035,玄武枪,현무창
2036,玄武诀,현무결
2037,玄海,현해
2038,玄火参,현화삼
2039,玄灭,현멸
2040,玄符属性,부적 속성
2041,玄级,현급
2042,玄铁,현철
2043,玄铁矿,현철광
2044,玄阴,현음
2045,玄阴甲,현음갑
2046,玄阵境,현진경
2047,玉佩,옥패
2048,玉堂,옥당
2049,玉女,옥녀
2050,玉容,옥용
2051,玉山,옥산
2052,玉常殿,옥상전
2053,玉明殿,옥명전
2054,玉泽,옥택
2055,玉浮宫,옥부궁
2056,玉狐王,옥호왕
2057,玉玥宫,옥모궁
2058,玉离宫,옥리궁
2059,玉蜂浆,옥벌꿀
2060,玉达摩,옥달마
2061,玉阳殿,옥양전
2062,玉髓石,옥수석
2063,玉魂花,옥혼화
2064,王大师,왕대사
2065,王座,왕좌
2066,王权,왕의 시종
2067,王炎boss技能,왕염 BOSS스킬
2068,王炎boss普攻,왕염boss일반공격
2069,王禅,왕선
2070,王重阳,왕충양
2071,王钢蛋,왕강단
2072,玛丽,마리
2073,玛希,매쉬
2074,玛斯,에단
2075,玛瑙,마노
2076,玛罗,에릭
2077,玫瑰花,장미꽃
2078,环突,환돌
2079,环铁刃,환철인
2080,玲珑佩,영롱패
2081,珍稀物品,희귀물품
2082,珠宝碎石,보석 조각
2083,班森,월리스
2084,琉璃瓶,유리병
2085,琉璃虎,유리 호랑이
2086,琳达,린다
2087,琴殇,금상
2088,琴渡,금도
2089,琵琶,비파
2090,瑞吉尔,레이첼
2091,瑞尔,리엘
2092,瑞香,서향
2093,瑟拉,카렌
2094,瑶姬,요희
2095,璨常殿,찬상전
2096,璨明殿,찬명전
2097,璨浮宫,찬부궁
2098,璨玥宫,찬모궁
2099,璨离宫,찬리궁
2100,璨阳殿,찬양전
2101,甜点,디저트
2102,甜甜圈,도너츠
2103,生命之息,생명의 기운
2104,生命神兵,생명 신병
2105,生命神兵石,생명신병석
2106,田老忌,전노기
2107,甲地,갑지
2108,电音,피아노
2109,画面品质,화질
2110,界冢,사라
2111,界圣,계성
2112,界神,계신
2113,留言板,게시판
2114,畸变怪形,변이 몬스터
2115,疯刀,풍도
2116,疾奔,질주
2117,疾风,질풍
2118,疾风斩,질풍참
2119,疾风骤雨,비바람
2120,白小宇,백소우
2121,白帝,백제
2122,白战boss技能,백전 BOSS스킬
2123,白战boss普攻,백전 boss일반공격
2124,白月刀,백월도
2125,白泽boss技能,태백 BOSS스킬
2126,白泽boss普攻,태백boss일반공격
2127,白玉佩,백옥패
2128,白虎,백호
2129,白蛇,백사
2130,白衣剑客,백의 검객
2131,白谛套,백체 세트
2132,白赭,백자
2133,白银VIP.月度卡,실버VIP.월간카드
2134,白隐,백은
2135,白龙,백룡
2136,百会,백회
2137,百变宝箱,변신 상자
2138,百夜,그레이스
2139,百宝绢,백보비단
2140,百战刀,백전도
2141,百无铭,백무명
2142,百炼铁,백련철
2143,百魂刀,백혼도
2144,皇冠,크라운
2145,皇族,황족
2146,皇甫严,황보엄
2147,皇甫厉,황보려
2148,皇甫威,황보위
2149,皇甫穆,황보목
2150,皇甫肃,황보숙
2151,皓月镇,호월진
2152,皮古,피고
2153,盆栽,화분
2154,益宣枪,익선창
2155,盗墓,도굴
2156,盗宝库,보물 창고
2157,盗宝王,도적왕
2158,盗贼头目,도적 두목
2159,盗贼首领,도둑 두목
2160,盘古,반고
2161,盘昆峰,반곤봉
2162,盘河马,반하마
2163,盘龙,반룡
2164,盟主令,맹주령
2165,目窗,목창
2166,直江,새디
2167,相随之戒,경계
2168,眉毛,눈썹
2169,看世界,세계를 보기
2170,真崎,로렌조
2171,真情鲜花,사랑의 꽃
2172,真武,진무
2173,真武城,진무성
2174,真武战场BOSS掉落,진무전장BOSS 드랍
2175,真田,라이더
2176,真言,진언
2177,瞬步,순간이동
2178,瞳暝,동명
2179,矢坂,플라워
2180,矢志,시지
2181,矢雾,케이시
2182,短刃,단인
2183,短弓,단궁
2184,短靴,단화
2185,矮人,드워프
2186,矮人战士,드워프 전사
2187,矮人王国,드워프 왕국
2188,石中天,석중천
2189,石像鬼,가고일
2190,石关,석소
2191,石器时代,석기 시대
2192,石板,석판
2193,石榴石,가넷
2194,石灯,석등
2195,石田,페이즐리
2196,石矶,석기
2197,石肤,석부
2198,石蕗,레이건
2199,石诡,석궤
2200,石阳峰,석양봉
2201,石雨,돌비
2202,石雷,석뢰
2203,矿晶,광정
2204,矿脉,광맥
2205,矿车,광차
2206,砂岩熊,사암웅
2207,破仙刀,파선도
2208,破军,파군
2209,破坏者,파괴자
2210,破戒僧,파계승
2211,破甲弓,파갑궁
2212,破禁符,파금부
2213,破空吼,파공후
2214,破苍穹,파창궁
2215,破魔枪,파마창
2216,硫磺石,유황석
2217,碎心拳,쇄심권
2218,碎渔网,낡은 어망
2219,碎片,조각
2220,碎石,자갈
2221,碎石堆,자갈 더미
2222,碎角银,은 조각
2223,碓冰,하산
2224,碧水刃,벽수인
2225,碧海潮生,벽해조생
